Entry	INSDC_Nuc_ID_1	INSDC_Nuc_EMBL_Link_1	INSDC_Nuc_GenBank_Link_1	INSDC_Nuc_DDBJ_Link_1	INSDC_Prot_ID_1	INSDC_Prot_EMBL_Link_1	INSDC_Prot_GenBank_Link_1	INSDC_Prot_DDBJ_Link_1	INSDC_Molecule_1	INSDC_Nuc_ID_2	INSDC_Nuc_EMBL_Link_2	INSDC_Nuc_GenBank_Link_2	INSDC_Nuc_DDBJ_Link_2	INSDC_Prot_ID_2	INSDC_Prot_EMBL_Link_2	INSDC_Prot_GenBank_Link_2	INSDC_Prot_DDBJ_Link_2	INSDC_Molecule_2	INSDC_Nuc_ID_3	INSDC_Nuc_EMBL_Link_3	INSDC_Nuc_GenBank_Link_3	INSDC_Nuc_DDBJ_Link_3	INSDC_Prot_ID_3	INSDC_Prot_EMBL_Link_3	INSDC_Prot_GenBank_Link_3	INSDC_Prot_DDBJ_Link_3	INSDC_Molecule_3	INSDC_Nuc_ID_4	INSDC_Nuc_EMBL_Link_4	INSDC_Nuc_GenBank_Link_4	INSDC_Nuc_DDBJ_Link_4	INSDC_Prot_ID_4	INSDC_Prot_EMBL_Link_4	INSDC_Prot_GenBank_Link_4	INSDC_Prot_DDBJ_Link_4	INSDC_Molecule_4	INSDC_Nuc_ID_5	INSDC_Nuc_EMBL_Link_5	INSDC_Nuc_GenBank_Link_5	INSDC_Nuc_DDBJ_Link_5	INSDC_Prot_ID_5	INSDC_Prot_EMBL_Link_5	INSDC_Prot_GenBank_Link_5	INSDC_Prot_DDBJ_Link_5	INSDC_Molecule_5	INSDC_Nuc_ID_6	INSDC_Nuc_EMBL_Link_6	INSDC_Nuc_GenBank_Link_6	INSDC_Nuc_DDBJ_Link_6	INSDC_Prot_ID_6	INSDC_Prot_EMBL_Link_6	INSDC_Prot_GenBank_Link_6	INSDC_Prot_DDBJ_Link_6	INSDC_Molecule_6	INSDC_Nuc_ID_7	INSDC_Nuc_EMBL_Link_7	INSDC_Nuc_GenBank_Link_7	INSDC_Nuc_DDBJ_Link_7	INSDC_Prot_ID_7	INSDC_Prot_EMBL_Link_7	INSDC_Prot_GenBank_Link_7	INSDC_Prot_DDBJ_Link_7	INSDC_Molecule_7	INSDC_Nuc_ID_8	INSDC_Nuc_EMBL_Link_8	INSDC_Nuc_GenBank_Link_8	INSDC_Nuc_DDBJ_Link_8	INSDC_Prot_ID_8	INSDC_Prot_EMBL_Link_8	INSDC_Prot_GenBank_Link_8	INSDC_Prot_DDBJ_Link_8	INSDC_Molecule_8	INSDC_Nuc_ID_9	INSDC_Nuc_EMBL_Link_9	INSDC_Nuc_GenBank_Link_9	INSDC_Nuc_DDBJ_Link_9	INSDC_Prot_ID_9	INSDC_Prot_EMBL_Link_9	INSDC_Prot_GenBank_Link_9	INSDC_Prot_DDBJ_Link_9	INSDC_Molecule_9	INSDC_Nuc_ID_10	INSDC_Nuc_EMBL_Link_10	INSDC_Nuc_GenBank_Link_10	INSDC_Nuc_DDBJ_Link_10	INSDC_Prot_ID_10	INSDC_Prot_EMBL_Link_10	INSDC_Prot_GenBank_Link_10	INSDC_Prot_DDBJ_Link_10	INSDC_Molecule_10	INSDC_Nuc_ID_11	INSDC_Nuc_EMBL_Link_11	INSDC_Nuc_GenBank_Link_11	INSDC_Nuc_DDBJ_Link_11	INSDC_Prot_ID_11	INSDC_Prot_EMBL_Link_11	INSDC_Prot_GenBank_Link_11	INSDC_Prot_DDBJ_Link_11	INSDC_Molecule_11	INSDC_Nuc_ID_12	INSDC_Nuc_EMBL_Link_12	INSDC_Nuc_GenBank_Link_12	INSDC_Nuc_DDBJ_Link_12	INSDC_Prot_ID_12	INSDC_Prot_EMBL_Link_12	INSDC_Prot_GenBank_Link_12	INSDC_Prot_DDBJ_Link_12	INSDC_Molecule_12	INSDC_Nuc_ID_13	INSDC_Nuc_EMBL_Link_13	INSDC_Nuc_GenBank_Link_13	INSDC_Nuc_DDBJ_Link_13	INSDC_Prot_ID_13	INSDC_Prot_EMBL_Link_13	INSDC_Prot_GenBank_Link_13	INSDC_Prot_DDBJ_Link_13	INSDC_Molecule_13	INSDC_Nuc_ID_14	INSDC_Nuc_EMBL_Link_14	INSDC_Nuc_GenBank_Link_14	INSDC_Nuc_DDBJ_Link_14	INSDC_Prot_ID_14	INSDC_Prot_EMBL_Link_14	INSDC_Prot_GenBank_Link_14	INSDC_Prot_DDBJ_Link_14	INSDC_Molecule_14	INSDC_Nuc_ID_15	INSDC_Nuc_EMBL_Link_15	INSDC_Nuc_GenBank_Link_15	INSDC_Nuc_DDBJ_Link_15	INSDC_Prot_ID_15	INSDC_Prot_EMBL_Link_15	INSDC_Prot_GenBank_Link_15	INSDC_Prot_DDBJ_Link_15	INSDC_Molecule_15	INSDC_Nuc_ID_16	INSDC_Nuc_EMBL_Link_16	INSDC_Nuc_GenBank_Link_16	INSDC_Nuc_DDBJ_Link_16	INSDC_Prot_ID_16	INSDC_Prot_EMBL_Link_16	INSDC_Prot_GenBank_Link_16	INSDC_Prot_DDBJ_Link_16	INSDC_Molecule_16	INSDC_Nuc_ID_17	INSDC_Nuc_EMBL_Link_17	INSDC_Nuc_GenBank_Link_17	INSDC_Nuc_DDBJ_Link_17	INSDC_Prot_ID_17	INSDC_Prot_EMBL_Link_17	INSDC_Prot_GenBank_Link_17	INSDC_Prot_DDBJ_Link_17	INSDC_Molecule_17	INSDC_Nuc_ID_18	INSDC_Nuc_EMBL_Link_18	INSDC_Nuc_GenBank_Link_18	INSDC_Nuc_DDBJ_Link_18	INSDC_Prot_ID_18	INSDC_Prot_EMBL_Link_18	INSDC_Prot_GenBank_Link_18	INSDC_Prot_DDBJ_Link_18	INSDC_Molecule_18	INSDC_Nuc_ID_19	INSDC_Nuc_EMBL_Link_19	INSDC_Nuc_GenBank_Link_19	INSDC_Nuc_DDBJ_Link_19	INSDC_Prot_ID_19	INSDC_Prot_EMBL_Link_19	INSDC_Prot_GenBank_Link_19	INSDC_Prot_DDBJ_Link_19	INSDC_Molecule_19	INSDC_Nuc_ID_20	INSDC_Nuc_EMBL_Link_20	INSDC_Nuc_GenBank_Link_20	INSDC_Nuc_DDBJ_Link_20	INSDC_Prot_ID_20	INSDC_Prot_EMBL_Link_20	INSDC_Prot_GenBank_Link_20	INSDC_Prot_DDBJ_Link_20	INSDC_Molecule_20	INSDC_Nuc_ID_21	INSDC_Nuc_EMBL_Link_21	INSDC_Nuc_GenBank_Link_21	INSDC_Nuc_DDBJ_Link_21	INSDC_Prot_ID_21	INSDC_Prot_EMBL_Link_21	INSDC_Prot_GenBank_Link_21	INSDC_Prot_DDBJ_Link_21	INSDC_Molecule_21	INSDC_Nuc_ID_22	INSDC_Nuc_EMBL_Link_22	INSDC_Nuc_GenBank_Link_22	INSDC_Nuc_DDBJ_Link_22	INSDC_Prot_ID_22	INSDC_Prot_EMBL_Link_22	INSDC_Prot_GenBank_Link_22	INSDC_Prot_DDBJ_Link_22	INSDC_Molecule_22	INSDC_Nuc_ID_23	INSDC_Nuc_EMBL_Link_23	INSDC_Nuc_GenBank_Link_23	INSDC_Nuc_DDBJ_Link_23	INSDC_Prot_ID_23	INSDC_Prot_EMBL_Link_23	INSDC_Prot_GenBank_Link_23	INSDC_Prot_DDBJ_Link_23	INSDC_Molecule_23	INSDC_Nuc_ID_24	INSDC_Nuc_EMBL_Link_24	INSDC_Nuc_GenBank_Link_24	INSDC_Nuc_DDBJ_Link_24	INSDC_Prot_ID_24	INSDC_Prot_EMBL_Link_24	INSDC_Prot_GenBank_Link_24	INSDC_Prot_DDBJ_Link_24	INSDC_Molecule_24	RefSeq_Prot_ID_1	RefSeq_Prot_Link_1	RefSeq_Nuc_ID_1	RefSeq_Nuc_Link_1	RefSeq_Molecule_1	RefSeq_Prot_ID_2	RefSeq_Prot_Link_2	RefSeq_Nuc_ID_2	RefSeq_Nuc_Link_2	RefSeq_Molecule_2	RefSeq_Prot_ID_3	RefSeq_Prot_Link_3	RefSeq_Nuc_ID_3	RefSeq_Nuc_Link_3	RefSeq_Molecule_3	RefSeq_Prot_ID_4	RefSeq_Prot_Link_4	RefSeq_Nuc_ID_4	RefSeq_Nuc_Link_4	RefSeq_Molecule_4	RefSeq_Prot_ID_5	RefSeq_Prot_Link_5	RefSeq_Nuc_ID_5	RefSeq_Nuc_Link_5	RefSeq_Molecule_5	RefSeq_Prot_ID_6	RefSeq_Prot_Link_6	RefSeq_Nuc_ID_6	RefSeq_Nuc_Link_6	RefSeq_Molecule_6	RefSeq_Prot_ID_7	RefSeq_Prot_Link_7	RefSeq_Nuc_ID_7	RefSeq_Nuc_Link_7	RefSeq_Molecule_7	RefSeq_Prot_ID_8	RefSeq_Prot_Link_8	RefSeq_Nuc_ID_8	RefSeq_Nuc_Link_8	RefSeq_Molecule_8	RefSeq_Prot_ID_9	RefSeq_Prot_Link_9	RefSeq_Nuc_ID_9	RefSeq_Nuc_Link_9	RefSeq_Molecule_9	RefSeq_Prot_ID_10	RefSeq_Prot_Link_10	RefSeq_Nuc_ID_10	RefSeq_Nuc_Link_10	RefSeq_Molecule_10	RefSeq_Prot_ID_11	RefSeq_Prot_Link_11	RefSeq_Nuc_ID_11	RefSeq_Nuc_Link_11	RefSeq_Molecule_11
A0A5P8DI15	MK043033	https://www.ebi.ac.uk/ena/browser/view/MK043033	https://www.ncbi.nlm.nih.gov/nucleotide/MK043033	https://getentry.ddbj.nig.ac.jp/getentry/na/MK043033	QFP98577.1	https://www.ebi.ac.uk/ena/browser/view/QFP98577.1	https://www.ncbi.nlm.nih.gov/protein/QFP98577.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QFP98577.1	mRNA																																																																																																																																																																																																																																																																						
A0A5Q0QMX0	MN146032	https://www.ebi.ac.uk/ena/browser/view/MN146032	https://www.ncbi.nlm.nih.gov/nucleotide/MN146032	https://getentry.ddbj.nig.ac.jp/getentry/na/MN146032	QGA30885.1	https://www.ebi.ac.uk/ena/browser/view/QGA30885.1	https://www.ncbi.nlm.nih.gov/protein/QGA30885.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QGA30885.1	Genomic_DNA																																																																																																																																																																																																																																																																						
A0A5Q0QMX1	MN146031	https://www.ebi.ac.uk/ena/browser/view/MN146031	https://www.ncbi.nlm.nih.gov/nucleotide/MN146031	https://getentry.ddbj.nig.ac.jp/getentry/na/MN146031	QGA30884.1	https://www.ebi.ac.uk/ena/browser/view/QGA30884.1	https://www.ncbi.nlm.nih.gov/protein/QGA30884.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QGA30884.1	Genomic_DNA																																																																																																																																																																																																																																																																						
A0A5Q0QMX6	MN146033	https://www.ebi.ac.uk/ena/browser/view/MN146033	https://www.ncbi.nlm.nih.gov/nucleotide/MN146033	https://getentry.ddbj.nig.ac.jp/getentry/na/MN146033	QGA30886.1	https://www.ebi.ac.uk/ena/browser/view/QGA30886.1	https://www.ncbi.nlm.nih.gov/protein/QGA30886.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QGA30886.1	Genomic_DNA																																																																																																																																																																																																																																																																						
A0A5Q0QN66	MN146029	https://www.ebi.ac.uk/ena/browser/view/MN146029	https://www.ncbi.nlm.nih.gov/nucleotide/MN146029	https://getentry.ddbj.nig.ac.jp/getentry/na/MN146029	QGA30882.1	https://www.ebi.ac.uk/ena/browser/view/QGA30882.1	https://www.ncbi.nlm.nih.gov/protein/QGA30882.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QGA30882.1	Genomic_DNA																																																																																																																																																																																																																																																																						
A0A5Q0QNH9	MN146030	https://www.ebi.ac.uk/ena/browser/view/MN146030	https://www.ncbi.nlm.nih.gov/nucleotide/MN146030	https://getentry.ddbj.nig.ac.jp/getentry/na/MN146030	QGA30883.1	https://www.ebi.ac.uk/ena/browser/view/QGA30883.1	https://www.ncbi.nlm.nih.gov/protein/QGA30883.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QGA30883.1	Genomic_DNA																																																																																																																																																																																																																																																																						
A0A5Q0QNJ2	MN146025	https://www.ebi.ac.uk/ena/browser/view/MN146025	https://www.ncbi.nlm.nih.gov/nucleotide/MN146025	https://getentry.ddbj.nig.ac.jp/getentry/na/MN146025	QGA30878.1	https://www.ebi.ac.uk/ena/browser/view/QGA30878.1	https://www.ncbi.nlm.nih.gov/protein/QGA30878.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QGA30878.1	Genomic_DNA																																																																																																																																																																																																																																																																						
A0A5Q0QP64	MN146027	https://www.ebi.ac.uk/ena/browser/view/MN146027	https://www.ncbi.nlm.nih.gov/nucleotide/MN146027	https://getentry.ddbj.nig.ac.jp/getentry/na/MN146027	QGA30880.1	https://www.ebi.ac.uk/ena/browser/view/QGA30880.1	https://www.ncbi.nlm.nih.gov/protein/QGA30880.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QGA30880.1	Genomic_DNA																																																																																																																																																																																																																																																																						
A0A5Q0QRJ3	MN146024	https://www.ebi.ac.uk/ena/browser/view/MN146024	https://www.ncbi.nlm.nih.gov/nucleotide/MN146024	https://getentry.ddbj.nig.ac.jp/getentry/na/MN146024	QGA30877.1	https://www.ebi.ac.uk/ena/browser/view/QGA30877.1	https://www.ncbi.nlm.nih.gov/protein/QGA30877.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QGA30877.1	Genomic_DNA																																																																																																																																																																																																																																																																						
A0A5Q0QRK8	MN146034	https://www.ebi.ac.uk/ena/browser/view/MN146034	https://www.ncbi.nlm.nih.gov/nucleotide/MN146034	https://getentry.ddbj.nig.ac.jp/getentry/na/MN146034	QGA30887.1	https://www.ebi.ac.uk/ena/browser/view/QGA30887.1	https://www.ncbi.nlm.nih.gov/protein/QGA30887.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QGA30887.1	Genomic_DNA																																																																																																																																																																																																																																																																						
A0A5Q0QSI8	MN146028	https://www.ebi.ac.uk/ena/browser/view/MN146028	https://www.ncbi.nlm.nih.gov/nucleotide/MN146028	https://getentry.ddbj.nig.ac.jp/getentry/na/MN146028	QGA30881.1	https://www.ebi.ac.uk/ena/browser/view/QGA30881.1	https://www.ncbi.nlm.nih.gov/protein/QGA30881.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QGA30881.1	Genomic_DNA																																																																																																																																																																																																																																																																						
A0A5Q0QU70	MN146026	https://www.ebi.ac.uk/ena/browser/view/MN146026	https://www.ncbi.nlm.nih.gov/nucleotide/MN146026	https://getentry.ddbj.nig.ac.jp/getentry/na/MN146026	QGA30879.1	https://www.ebi.ac.uk/ena/browser/view/QGA30879.1	https://www.ncbi.nlm.nih.gov/protein/QGA30879.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QGA30879.1	Genomic_DNA																																																																																																																																																																																																																																																																						
A0A5S9I252	LC484924	https://www.ebi.ac.uk/ena/browser/view/LC484924	https://www.ncbi.nlm.nih.gov/nucleotide/LC484924	https://getentry.ddbj.nig.ac.jp/getentry/na/LC484924	BBK61014.1	https://www.ebi.ac.uk/ena/browser/view/BBK61014.1	https://www.ncbi.nlm.nih.gov/protein/BBK61014.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/BBK61014.1	Genomic_DNA																																																																																																																																																																																																																																																																						
A0A6A6H2E0	ML991817	https://www.ebi.ac.uk/ena/browser/view/ML991817	https://www.ncbi.nlm.nih.gov/nucleotide/ML991817	https://getentry.ddbj.nig.ac.jp/getentry/na/ML991817	KAF2232254.1	https://www.ebi.ac.uk/ena/browser/view/KAF2232254.1	https://www.ncbi.nlm.nih.gov/protein/KAF2232254.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/KAF2232254.1	Genomic_DNA																																																																																																																																																																																																																																																																						
A0A6P6W6H5	HE985292	https://www.ebi.ac.uk/ena/browser/view/HE985292	https://www.ncbi.nlm.nih.gov/nucleotide/HE985292	https://getentry.ddbj.nig.ac.jp/getentry/na/HE985292	CCM43927.1	https://www.ebi.ac.uk/ena/browser/view/CCM43927.1	https://www.ncbi.nlm.nih.gov/protein/CCM43927.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/CCM43927.1	mRNA																																																																																																																																																																																																																																																																						
A0A6S6QR11	LC314149	https://www.ebi.ac.uk/ena/browser/view/LC314149	https://www.ncbi.nlm.nih.gov/nucleotide/LC314149	https://getentry.ddbj.nig.ac.jp/getentry/na/LC314149	BCI98771.1	https://www.ebi.ac.uk/ena/browser/view/BCI98771.1	https://www.ncbi.nlm.nih.gov/protein/BCI98771.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/BCI98771.1	Genomic_DNA																																																																																																																																																																																																																																																																						
A0A7C9FSB8	KY014569	https://www.ebi.ac.uk/ena/browser/view/KY014569	https://www.ncbi.nlm.nih.gov/nucleotide/KY014569	https://getentry.ddbj.nig.ac.jp/getentry/na/KY014569	ARE72265.1	https://www.ebi.ac.uk/ena/browser/view/ARE72265.1	https://www.ncbi.nlm.nih.gov/protein/ARE72265.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ARE72265.1	mRNA	JAATIP010000271	https://www.ebi.ac.uk/ena/browser/view/JAATIP010000271	https://www.ncbi.nlm.nih.gov/nucleotide/JAATIP010000271	https://getentry.ddbj.nig.ac.jp/getentry/na/JAATIP010000271	KAF4355009.1	https://www.ebi.ac.uk/ena/browser/view/KAF4355009.1	https://www.ncbi.nlm.nih.gov/protein/KAF4355009.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/KAF4355009.1	Genomic_DNA	JAATIQ010000355	https://www.ebi.ac.uk/ena/browser/view/JAATIQ010000355	https://www.ncbi.nlm.nih.gov/nucleotide/JAATIQ010000355	https://getentry.ddbj.nig.ac.jp/getentry/na/JAATIQ010000355	KAF4360213.1	https://www.ebi.ac.uk/ena/browser/view/KAF4360213.1	https://www.ncbi.nlm.nih.gov/protein/KAF4360213.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/KAF4360213.1	Genomic_DNA	JAATIQ010000265	https://www.ebi.ac.uk/ena/browser/view/JAATIQ010000265	https://www.ncbi.nlm.nih.gov/nucleotide/JAATIQ010000265	https://getentry.ddbj.nig.ac.jp/getentry/na/JAATIQ010000265	KAF4366084.1	https://www.ebi.ac.uk/ena/browser/view/KAF4366084.1	https://www.ncbi.nlm.nih.gov/protein/KAF4366084.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/KAF4366084.1	Genomic_DNA	JAATIP010000039	https://www.ebi.ac.uk/ena/browser/view/JAATIP010000039	https://www.ncbi.nlm.nih.gov/nucleotide/JAATIP010000039	https://getentry.ddbj.nig.ac.jp/getentry/na/JAATIP010000039	KAF4387345.1	https://www.ebi.ac.uk/ena/browser/view/KAF4387345.1	https://www.ncbi.nlm.nih.gov/protein/KAF4387345.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/KAF4387345.1	Genomic_DNA	GHVG01000010	https://www.ebi.ac.uk/ena/browser/view/GHVG01000010	https://www.ncbi.nlm.nih.gov/nucleotide/GHVG01000010	https://getentry.ddbj.nig.ac.jp/getentry/na/GHVG01000010	MBA5282455.1	https://www.ebi.ac.uk/ena/browser/view/MBA5282455.1	https://www.ncbi.nlm.nih.gov/protein/MBA5282455.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/MBA5282455.1	Transcribed_RNA																																																																																																																																																																																																																									
A0A7D0AGU9	MH383159	https://www.ebi.ac.uk/ena/browser/view/MH383159	https://www.ncbi.nlm.nih.gov/nucleotide/MH383159	https://getentry.ddbj.nig.ac.jp/getentry/na/MH383159	QAX24808.1	https://www.ebi.ac.uk/ena/browser/view/QAX24808.1	https://www.ncbi.nlm.nih.gov/protein/QAX24808.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QAX24808.1	mRNA																																																																																																																																																																																																																																																																						
A0A7G5KLV0	MN230105	https://www.ebi.ac.uk/ena/browser/view/MN230105	https://www.ncbi.nlm.nih.gov/nucleotide/MN230105	https://getentry.ddbj.nig.ac.jp/getentry/na/MN230105	QMW48842.1	https://www.ebi.ac.uk/ena/browser/view/QMW48842.1	https://www.ncbi.nlm.nih.gov/protein/QMW48842.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QMW48842.1	mRNA																																																																																																																																																																																																																																																																						
A0A7G5KLV1	MN230106	https://www.ebi.ac.uk/ena/browser/view/MN230106	https://www.ncbi.nlm.nih.gov/nucleotide/MN230106	https://getentry.ddbj.nig.ac.jp/getentry/na/MN230106	QMW48843.1	https://www.ebi.ac.uk/ena/browser/view/QMW48843.1	https://www.ncbi.nlm.nih.gov/protein/QMW48843.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QMW48843.1	mRNA																																																																																																																																																																																																																																																																						
A0A7G5KLV2	MN230107	https://www.ebi.ac.uk/ena/browser/view/MN230107	https://www.ncbi.nlm.nih.gov/nucleotide/MN230107	https://getentry.ddbj.nig.ac.jp/getentry/na/MN230107	QMW48844.1	https://www.ebi.ac.uk/ena/browser/view/QMW48844.1	https://www.ncbi.nlm.nih.gov/protein/QMW48844.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QMW48844.1	mRNA																																																																																																																																																																																																																																																																						
A0A7G5KLV3	MN230108	https://www.ebi.ac.uk/ena/browser/view/MN230108	https://www.ncbi.nlm.nih.gov/nucleotide/MN230108	https://getentry.ddbj.nig.ac.jp/getentry/na/MN230108	QMW48845.1	https://www.ebi.ac.uk/ena/browser/view/QMW48845.1	https://www.ncbi.nlm.nih.gov/protein/QMW48845.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/QMW48845.1	mRNA																																																																																																																																																																																																																																																																						
A0A7J6EK66	KY014576	https://www.ebi.ac.uk/ena/browser/view/KY014576	https://www.ncbi.nlm.nih.gov/nucleotide/KY014576	https://getentry.ddbj.nig.ac.jp/getentry/na/KY014576	ARE72272.1	https://www.ebi.ac.uk/ena/browser/view/ARE72272.1	https://www.ncbi.nlm.nih.gov/protein/ARE72272.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ARE72272.1	mRNA	JAATIP010000220	https://www.ebi.ac.uk/ena/browser/view/JAATIP010000220	https://www.ncbi.nlm.nih.gov/nucleotide/JAATIP010000220	https://getentry.ddbj.nig.ac.jp/getentry/na/JAATIP010000220	KAF4358842.1	https://www.ebi.ac.uk/ena/browser/view/KAF4358842.1	https://www.ncbi.nlm.nih.gov/protein/KAF4358842.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/KAF4358842.1	Genomic_DNA	JAATIQ010000048	https://www.ebi.ac.uk/ena/browser/view/JAATIQ010000048	https://www.ncbi.nlm.nih.gov/nucleotide/JAATIQ010000048	https://getentry.ddbj.nig.ac.jp/getentry/na/JAATIQ010000048	KAF4393788.1	https://www.ebi.ac.uk/ena/browser/view/KAF4393788.1	https://www.ncbi.nlm.nih.gov/protein/KAF4393788.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/KAF4393788.1	Genomic_DNA	UZAU01000635	https://www.ebi.ac.uk/ena/browser/view/UZAU01000635	https://www.ncbi.nlm.nih.gov/nucleotide/UZAU01000635	https://getentry.ddbj.nig.ac.jp/getentry/na/UZAU01000635	-				Genomic_DNA																																																																																																																																																																																																																																											
A0A7J6F8C5	JAATIP010000146	https://www.ebi.ac.uk/ena/browser/view/JAATIP010000146	https://www.ncbi.nlm.nih.gov/nucleotide/JAATIP010000146	https://getentry.ddbj.nig.ac.jp/getentry/na/JAATIP010000146	KAF4366915.1	https://www.ebi.ac.uk/ena/browser/view/KAF4366915.1	https://www.ncbi.nlm.nih.gov/protein/KAF4366915.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/KAF4366915.1	Genomic_DNA	JAATIQ010000418	https://www.ebi.ac.uk/ena/browser/view/JAATIQ010000418	https://www.ncbi.nlm.nih.gov/nucleotide/JAATIQ010000418	https://getentry.ddbj.nig.ac.jp/getentry/na/JAATIQ010000418	KAF4356918.1	https://www.ebi.ac.uk/ena/browser/view/KAF4356918.1	https://www.ncbi.nlm.nih.gov/protein/KAF4356918.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/KAF4356918.1	Genomic_DNA	UZAU01000015	https://www.ebi.ac.uk/ena/browser/view/UZAU01000015	https://www.ncbi.nlm.nih.gov/nucleotide/UZAU01000015	https://getentry.ddbj.nig.ac.jp/getentry/na/UZAU01000015	-				Genomic_DNA	KY014579	https://www.ebi.ac.uk/ena/browser/view/KY014579	https://www.ncbi.nlm.nih.gov/nucleotide/KY014579	https://getentry.ddbj.nig.ac.jp/getentry/na/KY014579	ARE72274.1	https://www.ebi.ac.uk/ena/browser/view/ARE72274.1	https://www.ncbi.nlm.nih.gov/protein/ARE72274.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ARE72274.1	mRNA																																																																																																																																																																																																																																											
A0A7J6FUX2	JAATIP010000284	https://www.ebi.ac.uk/ena/browser/view/JAATIP010000284	https://www.ncbi.nlm.nih.gov/nucleotide/JAATIP010000284	https://getentry.ddbj.nig.ac.jp/getentry/na/JAATIP010000284	KAF4354180.1	https://www.ebi.ac.uk/ena/browser/view/KAF4354180.1	https://www.ncbi.nlm.nih.gov/protein/KAF4354180.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/KAF4354180.1	Genomic_DNA	JAATIQ010000167	https://www.ebi.ac.uk/ena/browser/view/JAATIQ010000167	https://www.ncbi.nlm.nih.gov/nucleotide/JAATIQ010000167	https://getentry.ddbj.nig.ac.jp/getentry/na/JAATIQ010000167	KAF4374564.1	https://www.ebi.ac.uk/ena/browser/view/KAF4374564.1	https://www.ncbi.nlm.nih.gov/protein/KAF4374564.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/KAF4374564.1	Genomic_DNA	UZAU01000626	https://www.ebi.ac.uk/ena/browser/view/UZAU01000626	https://www.ncbi.nlm.nih.gov/nucleotide/UZAU01000626	https://getentry.ddbj.nig.ac.jp/getentry/na/UZAU01000626	-				Genomic_DNA	KY014583	https://www.ebi.ac.uk/ena/browser/view/KY014583	https://www.ncbi.nlm.nih.gov/nucleotide/KY014583	https://getentry.ddbj.nig.ac.jp/getentry/na/KY014583	ARE72278.1	https://www.ebi.ac.uk/ena/browser/view/ARE72278.1	https://www.ncbi.nlm.nih.gov/protein/ARE72278.1	https://getentry.ddbj.nig.ac.jp/getentry/aa/ARE72278.1	mRNA																																																																																																																																																																																																																																											
